"id","item","texteffect","chislo"
"7281","wanderer_05_ring_alt_c","+29 Fire Armor","29"
"7282","wanderer_05_shoulders","80% decreased pet town travel time","80"
"7283","wanderer_05_shoulders","+122 Electric Armor","122"
"7284","wanderer_05_shoulders","+49 Fire Armor","49"
"7285","wanderer_05_shoulders"," Charge  rate increased by 10%","10"
"7286","wanderer_05_shoulders_alt_b","+267 Health","267"
"7287","wanderer_05_shoulders_alt_b","+10% to Poison Damage","10"
"7288","wanderer_05_shoulders_alt_b","+30 Vitality Attribute bonus","30"
"7289","wanderer_05_shoulders_alt_b","+27 Electric Armor","27"
"7290","wanderer_05_shoulders_alt_b","+4% Melee Weapon Damage bonus","4"
"7291","wanderer_05_shoulders_alt_c","+15% to Poison Damage","15"
"7292","wanderer_05_shoulders_alt_c","+52 Dexterity Attribute bonus","52"
"7293","wanderer_05_shoulders_alt_c","+13 Mana","13"
"7294","wanderer_05_shoulders_alt_set","+133 Fire Armor","133"
"7295","wanderer_05_shoulders_alt_set","+20% Ranged Weapon Damage bonus","20"
"7296","wanderer_05_shoulders_alt_set","6% chance to reflect missiles at 50% weapon DPS","6"
"7297","wanderer_06_amulet","+2% Dodge chance","2"
"7298","wanderer_06_amulet","+224 Poison Armor","224"
"7299","wanderer_06_amulet","2% increase in the amount of gold found","2"
"7300","wanderer_06_amulet_alt_b","25% chance to reflect missiles at 50% weapon DPS","25"
"7301","wanderer_06_amulet_alt_c","+1176 Health","1176"
"7302","wanderer_06_amulet_alt_c","+12% Ranged Weapon Damage bonus","12"
"7303","wanderer_06_amulet_alt_c","50% Immobilization Resistance","50"
"7304","wanderer_06_amulet_alt_set","+4% Critical Hit Chance","4"
"7305","wanderer_06_amulet_alt_set","+10% to All Damage","10"
"7306","wanderer_06_amulet_alt_set","+10% Mana","10"
"7307","wanderer_06_belt","+96 Ice Armor","96"
"7308","wanderer_06_belt","+45 Mana","45"
"7309","wanderer_06_belt","+32 Fire Armor","32"
"7310","wanderer_06_belt","+32 Ice Armor","32"
"7311","wanderer_06_belt_alt_b","+243 Electric Armor","243"
"7312","wanderer_06_belt_alt_b","+12% Ranged Weapon Damage bonus","12"
"7313","wanderer_06_belt_alt_b","+35 Poison Armor","35"
"7314","wanderer_06_belt_alt_c","+112 Ice Armor","112"
"7315","wanderer_06_belt_alt_c","+4% Dodge chance","4"
"7316","wanderer_06_belt_alt_c","+26 Dexterity Attribute bonus","26"
"7317","wanderer_06_belt_alt_c","+2% Dodge chance","2"
"7318","wanderer_06_belt_alt_set","+4% Ranged Weapon Damage bonus","4"
"7319","wanderer_06_belt_alt_set","+237 Poison Armor","237"
"7320","wanderer_06_belt_alt_set","+237 Ice Armor","237"
"7321","wanderer_06_belt_alt_set","+237 Fire Armor","237"
"7322","wanderer_06_belt_alt_set","+237 Electric Armor","237"
"7323","wanderer_06_boots","+310 Health","310"
"7324","wanderer_06_boots","+34 Dexterity Attribute bonus","34"
"7325","wanderer_06_boots","+20% pet and minion Speed","20"
"7326","wanderer_06_boots","116 Physical Damage Reflected","116"
"7327","wanderer_06_boots_alt_b","+173 Fire Armor","173"
"7328","wanderer_06_boots_alt_b","+111 Health","111"
"7329","wanderer_06_boots_alt_b","+8% Melee Weapon Damage bonus","8"
"7330","wanderer_06_boots_alt_b","+8% Ranged Weapon Damage bonus","8"
"7331","wanderer_06_boots_alt_b","+5% to Fire Damage","5"
"7332","wanderer_06_boots_alt_c","+65 Vitality Attribute bonus","65"
"7333","wanderer_06_boots_alt_c","+36 Mana","36"
"7334","wanderer_06_boots_alt_c","6% chance to cast Acid Rain from target","6"
"7335","wanderer_06_boots_alt_c","50% Slow Resistance","50"
"7336","wanderer_06_boots_alt_set","All Damage Taken is reduced by -10% ","10"
"7337","wanderer_06_boots_alt_set","+2% Dodge chance","2"
"7338","wanderer_06_chest","+3% Attack Speed","3"
"7339","wanderer_06_chest","4% increase in the amount of gold found","4"
"7340","wanderer_06_chest","+310 Health","310"
"7341","wanderer_06_chest","+25% Potion effectiveness","25"
"7342","wanderer_06_chest","5% chance to cast Raise Shadowling on kill","5"
"7343","wanderer_06_chest_alt_b","+1104 Health","1104"
"7344","wanderer_06_chest_alt_b","+12% Ranged Weapon Damage bonus","12"
"7345","wanderer_06_chest_alt_c","3% chance that target Flees for 12 sec.","3"
"7346","wanderer_06_chest_alt_c","+25% to Poison Damage","25"
"7347","wanderer_06_chest_alt_c","+4% Ranged Weapon Damage bonus","4"
"7348","wanderer_06_chest_alt_set","+15% Health","15"
"7349","wanderer_06_chest_alt_set","12 Mana stolen on hit","12"
"7350","wanderer_06_chest_alt_set","+1m to Bow, Crossbow, Pistol and Wand range","1"
"7351","wanderer_06_chest_set_solima","+8% Ranged Weapon Damage bonus","8"
"7352","wanderer_06_chest_set_solima","+2m to Bow, Crossbow, Pistol and Wand range","2"
"7353","wanderer_06_chest_set_solima","15% chance to reflect missiles at 50% weapon DPS","15"
"7354","wanderer_06_gloves","All Damage Taken is reduced by -5% ","5"
"7355","wanderer_06_gloves","4% increase in the amount of gold found","4"
"7356","wanderer_06_gloves","+15% to Fire Damage","15"
"7357","wanderer_06_gloves_alt_b","+552 Health","552"
"7358","wanderer_06_gloves_alt_b","+25 Focus Attribute bonus","25"
"7359","wanderer_06_gloves_alt_b","+61 Dexterity Attribute bonus","61"
"7360","wanderer_06_gloves_alt_b","5% chance to cast Raise Shadowling on kill","5"
"7361","wanderer_06_gloves_alt_c","+187 Electric Armor","187"
"7362","wanderer_06_gloves_alt_c","+20% pet and minion Speed","20"
"7363","wanderer_06_gloves_alt_c","+10% pet and minion Damage","10"
"7364","wanderer_06_gloves_alt_c","+13 Focus Attribute bonus","13"
"7365","wanderer_06_gloves_alt_set","+111 to Physical Armor","111"
"7366","wanderer_06_gloves_alt_set","+10% to Physical Armor","10"
"7367","wanderer_06_gloves_alt_set","5% chance to cast Raise Shadowling on kill","5"
"7368","wanderer_06_helmet","6% chance to reflect missiles at 50% weapon DPS","6"
"7369","wanderer_06_helmet","+96 Fire Armor","96"
"7370","wanderer_06_helmet","+96 Poison Armor","96"
"7371","wanderer_06_helmet","116 Physical Damage Reflected","116"
"7372","wanderer_06_helmet","+3% to Poison Damage","3"
"7373","wanderer_06_helmet_alt_b","+243 Ice Armor","243"
"7374","wanderer_06_helmet_alt_b","+10% to Poison Damage","10"
"7375","wanderer_06_helmet_alt_b","+5% to Poison Damage","5"
"7376","wanderer_06_helmet_alt_b","+4% Ranged Weapon Damage bonus","4"
"7377","wanderer_06_helmet_alt_c","+3% Cast Speed","3"
"7378","wanderer_06_helmet_alt_c","+2% Critical Hit Chance","2"
"7379","wanderer_06_helmet_alt_c","+15 Mana","15"
"7380","wanderer_06_helmet_alt_c","+38 Fire Armor","38"
"7381","wanderer_06_helmet_alt_c","+262 Poison Armor","262"
"7382","wanderer_06_helmet_alt_set","+2% to Physical Armor","2"
"7383","wanderer_06_helmet_alt_set","+3% Attack Speed","3"
"7384","wanderer_06_helmet_alt_set","+3% Cast Speed","3"
"7385","wanderer_06_helmet_alt_set","5% increase in magic-finding Luck","5"
"7386","wanderer_06_helmet_alt_set","+4% Ranged Weapon Damage bonus","4"
"7387","wanderer_06_helmet_alt_set","+15% pet and minion Damage","15"
"7388","wanderer_06_helmet_alt_set"," Charge  decay rate decreased by -50%","50"
"7389","wanderer_06_helmet_set_corbucci","+10 Knockback","10"
"7390","wanderer_06_helmet_set_corbucci","+8% Ranged Weapon Damage bonus","8"
"7391","wanderer_06_helmet_set_corbucci","+1m to Bow, Crossbow, Pistol and Wand range","1"
"7392","wanderer_06_helmet_set_corbucci"," Charge  decay rate decreased by -70%","70"
"7393","wanderer_06_pants","+2% to All Damage","2"
"7394","wanderer_06_pants","+23 Dexterity Attribute bonus","23"
"7395","wanderer_06_pants","+32 Electric Armor","32"
"7396","wanderer_06_pants","+96 Fire Armor","96"
"7397","wanderer_06_pants","+15% to Poison Damage","15"
"7398","wanderer_06_pants_alt_b","-38 to All Armor per hit","38"
"7399","wanderer_06_pants_alt_b","+37 Focus Attribute bonus","37"
"7400","wanderer_06_pants_alt_b"," Charge  rate increased by 5%","5"
"7401","wanderer_06_pants_alt_b","+173 Ice Armor","173"
"7402","wanderer_06_pants_alt_b","+35 Poison Armor","35"
"7403","wanderer_06_pants_alt_c","+10 Knockback","10"
"7404","wanderer_06_pants_alt_c","+13 Focus Attribute bonus","13"
"7405","wanderer_06_pants_alt_c","+18% Damage to secondary targets","18"
"7406","wanderer_06_pants_alt_c","+25% pet and minion Health","25"
"7407","wanderer_06_pants_alt_c","+10% to Poison Damage","10"
"7408","wanderer_06_pants_alt_c","5% chance to cast Raise Shadowling on kill","5"
"7409","wanderer_06_pants_alt_set","+68 Vitality Attribute bonus","68"
"7410","wanderer_06_pants_alt_set","+68 Dexterity Attribute bonus","68"
"7411","wanderer_06_pants_alt_set","5% chance to Poison for 5 sec.","5"
"7412","wanderer_06_ring","+50% pet and minion Health","50"
"7413","wanderer_06_ring","+12 Vitality Attribute bonus","12"
"7414","wanderer_06_ring_alt_b","+2% Dodge chance","2"
"7415","wanderer_06_ring_alt_b","+312 Fire Armor","312"
"7416","wanderer_06_ring_alt_b","+13 Strength Attribute bonus","13"
"7417","wanderer_06_ring_alt_c","+50% pet and minion Damage","50"
"7418","wanderer_06_ring_alt_c","+38 Ice Armor","38"
"7419","wanderer_06_ring_alt_set","+10 Knockback","10"
"7420","wanderer_06_ring_alt_set","2% increase in magic-finding Luck","2"
"7421","wanderer_06_ring_alt_set","+95 Poison Armor","95"
"7422","wanderer_06_ring_alt_set","+95 Ice Armor","95"
"7423","wanderer_06_ring_alt_set","+95 Fire Armor","95"
"7424","wanderer_06_ring_alt_set","+95 Electric Armor","95"
"7425","wanderer_06_ring_alt_set"," Charge  rate increased by 10%","10"
"7426","wanderer_06_ring_alt_set","6% reduction in Fumble Chance","6"
"7427","wanderer_06_ring_set_corbucci","+4% Critical Hit Chance","4"
"7428","wanderer_06_ring_set_corbucci","+4% Health","4"
"7429","wanderer_06_ring_set_corbucci","+12% Ranged Weapon Damage bonus","12"
"7430","wanderer_06_ring_set_corbucci","All Damage Taken is reduced by -3% ","3"
"7431","wanderer_06_shoulders","+12% Ranged Weapon Damage bonus","12"
"7432","wanderer_06_shoulders","+15% to Poison Damage","15"
"7433","wanderer_06_shoulders","+15% pet and minion Damage","15"
"7434","wanderer_06_shoulders","+96 Ice Armor","96"
"7435","wanderer_06_shoulders_alt_b","+104 Fire Armor","104"
"7436","wanderer_06_shoulders_alt_b","+104 Ice Armor","104"
"7437","wanderer_06_shoulders_alt_b","+15% to Electric Damage","15"
"7438","wanderer_06_shoulders_alt_b","+15% to Poison Damage","15"
"7439","wanderer_06_shoulders_alt_c","25% chance to reflect missiles at 50% weapon DPS","25"
"7440","wanderer_06_shoulders_alt_c","+4% Ranged Weapon Damage bonus","4"
"7441","wanderer_06_shoulders_alt_set","+25% to Poison Damage","25"
"7442","wanderer_06_shoulders_alt_set","+25% pet and minion Health","25"
"7443","wanderer_06_shoulders_alt_set","+10% Potion effectiveness","10"
"7444","wanderer_06_shoulders_alt_set","+4% Ranged Weapon Damage bonus","4"
"7445","wanderer_06_shoulders_alt_set","5% chance to cast Raise Shadowling on kill","5"
"7446","wanderer_x07_belt","+2% to Physical Armor","2"
"7447","wanderer_x07_belt","+3% Attack Speed","3"
"7448","wanderer_x07_belt","+8% Critical Hit Chance","8"
"7449","wanderer_x07_belt","5% chance to Poison for 5 sec.","5"
"7450","wanderer_x07_belt","+15% Health","15"
"7451","wanderer_x07_boots"," Charge  rate increased by 10%","10"
"7452","wanderer_x07_boots","+10% Dodge chance","10"
"7453","wanderer_x07_boots","+1 seconds of Burn/Shock/Freeze/Poison","1"
"7454","wanderer_x07_boots","6% reduction in Fumble Chance","6"
"7455","wanderer_x07_chest","5% chance to Poison for 5 sec.","5"
"7456","wanderer_x07_chest","92 Health stolen on hit","92"
"7457","wanderer_x07_chest","+25% pet and minion Damage","25"
"7458","wanderer_x07_chest","10% chance to cast Shed Poison Spore when you get hit","10"
"7459","wanderer_x07_gloves","+40% Ranged Weapon Damage bonus","40"
"7460","wanderer_x07_gloves","15% chance to reflect missiles at 50% weapon DPS","15"
"7461","wanderer_x07_helmet","+1m to Bow, Crossbow, Pistol and Wand range","1"
"7462","wanderer_x07_helmet","+20% to Poison Damage","20"
"7463","wanderer_x07_helmet","100% Slow Resistance","100"
"7464","wanderer_x07_helmet","4% faster movement speed","4"
"7465","wanderer_x07_pants","+10% to Physical Armor","10"
"7466","wanderer_x07_pants","+4% Critical Hit Chance","4"
"7467","wanderer_x07_pants","20% bonus to Critical Damage","20"
"7468","wanderer_x07_pants","+393 Health","393"
"7469","wanderer_x07_pants","+22 Mana","22"
"7470","wanderer_x07_pants"," Charge  rate increased by 15%","15"
"7471","wanderer_x07_shoulders","+9% Cast Speed","9"
"7472","wanderer_x07_shoulders","+15% to Poison Damage","15"
"7473","wanderer_x07_shoulders","All Damage Taken is reduced by -10% ","10"
"7474","Zeraphi_01_ring_set_twistedtools","+12% Wand and Staff Damage bonus","12"
"7475","Zeraphi_01_ring_set_twistedtools","+4% Mana","4"
"7476","zzz_boletus_amulet","5% chance to Poison for 5 sec.","5"
"7477","zzz_boletus_amulet","10% chance to cast Shed Poison Spore when you get hit","10"
"7478","zzz_bone_01_ring_nargothrel","2% chance that target Flees for 12 sec.","2"
"7479","zzz_bone_01_ring_nargothrel","1% chance to charm target for 60 sec.","1"
"7480","zzz_eldrayns_belt","1% increase in magic-finding Luck","1"
"7481","zzz_eldrayns_belt","+58 Health","58"
"7482","zzz_eldrayns_belt","+7 Mana","7"
"7483","zzz_eldrayns_belt","+4% to All Damage","4"
"7484","zzz_eldrayns_belt","1% increase in the amount of experience gained","1"
"7485","zzz_final_berskerker","+6% Critical Hit Chance","6"
"7486","zzz_final_berskerker","50 Health stolen on hit","50"
"7487","zzz_final_berskerker","+12% Melee Weapon Damage bonus","12"
"7488","zzz_final_berskerker","+24 Strength Attribute bonus","24"
"7489","zzz_final_berskerker","+3% Dodge chance","3"
"7490","zzz_final_embermage","+9% Cast Speed","9"
"7491","zzz_final_embermage","+24 Focus Attribute bonus","24"
"7492","zzz_final_embermage","+12% Wand and Staff Damage bonus","12"
"7493","zzz_final_embermage","+15% to All Damage","15"
"7494","zzz_final_engineer","+6% to Physical Armor","6"
"7495","zzz_final_engineer","+24 Vitality Attribute bonus","24"
"7496","zzz_final_engineer","-50 to All Armor per hit","50"
"7497","zzz_final_engineer","+12% Melee Weapon Damage bonus","12"
"7498","zzz_final_engineer","+50% Damage to secondary targets","50"
"7499","zzz_final_outlander","+24 Dexterity Attribute bonus","24"
"7500","zzz_final_outlander","+20 Knockback","20"
"7501","zzz_final_outlander","+2m to Bow, Crossbow, Pistol and Wand range","2"
"7502","zzz_final_outlander","+12% Ranged Weapon Damage bonus","12"
"7503","zzz_final_outlander","+10% to Poison Damage","10"
"7504","zzz_ghastly_boots","5% chance to Burn for 5 sec.","5"
"7505","zzz_ghastly_boots","1% increase in magic-finding Luck","1"
"7506","zzz_ghastly_gloves","5% chance to Freeze for 5 sec.","5"
"7507","zzz_ghastly_gloves","2% increase in the amount of gold found","2"
"7508","zzz_ghastly_shoulders","5% chance to Poison for 5 sec.","5"
"7509","zzz_ghastly_shoulders","1% increase in the amount of experience gained","1"
"7510","zzz_grells_ring","+6% to Physical Armor","6"
"7511","zzz_grells_ring","+6 Vitality Attribute bonus","6"
"7512","zzz_gyroboots","100% Slow Resistance","100"
"7513","zzz_immobresist","100% Immobilization Resistance","100"
"7514","zzz_Jerichs_Ring","+2% to All Damage","2"
"7515","zzz_Jerichs_Ring","5% chance to Freeze for 5 sec.","5"
"7516","zzz_Jerichs_Ring","+16 Electric Armor","16"
"7517","zzz_Jerichs_Ring","+16 Fire Armor","16"
"7518","zzz_Jerichs_Ring","+16 Ice Armor","16"
"7519","zzz_Jerichs_Ring","+16 Poison Armor","16"
"7520","zzz_Jerichs_Ring","+3% to Poison Damage","3"
"7521","zzz_Jerichs_Ring","4% faster movement speed","4"
"7522","zzz_lichring_health","+53 Health/sec for every monster within 3 meters","53"
"7523","zzz_lichring_mana","+3 Mana/sec for every monster within 3 meters","3"
"7524","zzz_marishka_amulet","1% increase in magic-finding Luck","1"
"7525","zzz_marishka_amulet","5% chance to cast Thunder from target","5"
"7526","zzz_marishka_amulet","+1 seconds of Burn/Shock/Freeze/Poison","1"
"7527","zzz_regenring","+10% Health","10"
"7528","zzz_regenring","5% chance to cast Fully Heal Self when you get hit","5"
"7529","zzz_skullring","1% chance to cast Call Forth the Skull when you get hit","1"
"7530","zzz_skullring","+3% to Fire Damage","3"
"7531","zzz_slavers_easteregg_helm","3% chance that target Flees for 12 sec.","3"
"7532","zzz_slavers_easteregg_helm","6 Health stolen on hit","6"
"7533","zzz_slavers_easteregg_helm","2 Mana stolen on hit","2"
"7534","zzz_sporething","5% chance to cast Shed Poison Spore when you get hit","5"
"7535","zzz_sporething"," Charge  rate increased by 10%","10"
"7536","zzz_sporething","9% reduction in Fumble Chance","9"
"7537","zzz_sporething","3% chance to immobilize Target for 8 sec.","3"
"7538","zzz_sturm_01_helmet","+4% Critical Hit Chance","4"
"7539","zzz_sturm_01_helmet","+4 Dexterity Attribute bonus","4"
"7540","zzz_sturm_01_helmet","+20 Knockback","20"
"7541","zzz_sturm_01_helmet","+2m to Bow, Crossbow, Pistol and Wand range","2"
"7542","zzz_sturm_01_helmet_alt_b","+6% Cast Speed","6"
"7543","zzz_sturm_01_helmet_alt_b","2% chance that target Flees for 12 sec.","2"
"7544","zzz_sturm_01_helmet_alt_b","+4 Focus Attribute bonus","4"
"7545","zzz_sturm_01_helmet_alt_b","3 Mana stolen on hit","3"
"7546","zzz_sturm_01_helmet_alt_c","+4% to Physical Armor","4"
"7547","zzz_sturm_01_helmet_alt_c","+4 Vitality Attribute bonus","4"
"7548","zzz_sturm_01_helmet_alt_c","6% chance to reflect missiles at 50% weapon DPS","6"
"7549","zzz_sturm_01_helmet_alt_c","All Damage Taken is reduced by -2% ","2"
"7550","zzz_sturm_01_helmet_alt_d","20% bonus to Critical Damage","20"
"7551","zzz_sturm_01_helmet_alt_d","+4% to All Damage","4"
"7552","zzz_sturm_01_helmet_alt_d","-3 to All Armor per hit","3"
"7553","zzz_sturm_01_helmet_alt_d","+4 Strength Attribute bonus","4"
"7554","zzz_widow_shoulders","+2% to Physical Armor","2"
"7555","zzz_widow_shoulders","1% increase in magic-finding Luck","1"
"7556","zzz_widow_shoulders","+12 Ice Armor","12"
"7557","z_amulet_axler","5% chance to Burn for 5 sec.","5"
"7558","z_amulet_axler","5% chance to Shock for 5 sec.","5"
"7559","z_amulet_axler","+10% to Fire Damage","10"
"7560","z_amulet_axler","+10% to Electric Damage","10"
"7561","z_amulet_axler","-5 to all item character stat requirements","5"
"7562","z_berserker_05_helmet_set","+20% to Physical Armor","20"
"7563","z_berserker_05_helmet_set","4% faster movement speed","4"
"7564","z_berserker_05_helmet_set","23 Health stolen on hit","23"
"7565","z_engineer_04_gloves_set","+6% to All Damage","6"
"7566","z_engineer_04_gloves_set","+15% to Fire Damage","15"
"7567","z_engineer_04_gloves_set","+18 Strength Attribute bonus","18"
"7568","z_engineer_04_gloves_set","40 Physical Damage Reflected","40"
"7569","z_engineer_05_amulet_set","+5% Attack Speed","5"
"7570","z_engineer_05_amulet_set","+20% Melee Weapon Damage bonus","20"
"7571","z_engineer_05_amulet_set","All Damage Taken is reduced by -5% ","5"
